hotel_id,hotel_name,city,area,room_type,price,rating,reviews,discount,availability_365
358,Oyo Inn 306,Hyderabad,Connaught Place,Classic,3955.0,3.6,446.0,45.0,0.0
359,OYO Collection 809,Ahmedabad,Connaught Place,Classic,4682.0,3.6,0.0,0.0,127.0
360,OYO Inn 634,Jaipur,MG Road,Premium,6244.0,3.6,0.0,0.0,0.0
361,oyo Residency 356,Goa,Andheri,Deluxe,7887.0,3.6,0.0,0.0,0.0
363,Oyo Residency 270,Jaipur,Connaught Place,Classic,6714.0,3.6,0.0,0.0,0.0
364,oyo Stay 839,Mumbai,Salt Lake,Deluxe,7048.0,3.6,1129.0,23.0,164.0
365,oyo Inn 69,Mumbai,City Center,Classic,1417.0,2.9,413.0,0.0,0.0
366,oyo Stay 719,Jaipur,Andheri,Classic,4893.0,3.6,1470.0,0.0,239.0
367,oyo Inn 961,Chennai,Airport Road,Suite,7514.0,4.3,0.0,0.0,39.0
369,oyo Stay 367,Mumbai,MG Road,Classic,8215.0,4.5,0.0,37.0,0.0
370,Oyo Stay 333,Chennai,Whitefield,Deluxe,6790.0,3.6,0.0,0.0,0.0
371,Oyo Collection 983,Chennai,City Center,Suite,7205.0,3.6,1220.0,13.0,113.0
373,oyo Flagship 239,Chennai,Connaught Place,Premium,4898.0,3.6,1165.0,0.0,0.0
374,OYO Stay 658,Ahmedabad,Connaught Place,Premium,5621.0,3.6,781.0,8.0,213.0
375,oyo Inn 870,Kolkata,Connaught Place,Classic,887.0,3.6,0.0,0.0,357.0
376,OYO Inn 750,Bangalore,Salt Lake,Deluxe,7136.0,3.6,1033.0,32.0,0.0
379,oyo Collection 434,Mumbai,MG Road,Suite,6684.0,3.6,0.0,54.0,0.0
380,OYO Collection 46,Ahmedabad,Park Street,Classic,4525.0,4.1,1491.0,0.0,0.0
381,Oyo Inn 824,Delhi,Park Street,Classic,2523.0,3.5,679.0,0.0,0.0
382,Oyo Stay 748,Goa,Banjara Hills,Deluxe,3015.0,3.6,1078.0,0.0,0.0
383,Oyo Inn 968,Delhi,City Center,Suite,836.0,3.6,0.0,0.0,0.0
384,Oyo Stay 727,Kolkata,Andheri,Classic,2331.0,3.6,1088.0,0.0,364.0
385,OYO Stay 313,Delhi,Banjara Hills,Deluxe,6165.0,3.4,0.0,27.0,0.0
386,oyo SilverKey 900,Delhi,MG Road,Classic,7043.0,3.6,461.0,0.0,195.0
387,OYO Stay 157,Pune,MG Road,Classic,7687.0,3.6,0.0,0.0,277.0
388,Oyo Inn 723,Bangalore,Whitefield,Classic,2915.0,4.8,0.0,0.0,60.0
389,OYO Inn 31,Chennai,Banjara Hills,Deluxe,5921.0,3.6,0.0,0.0,96.0
391,oyo Residency 620,Bangalore,Park Street,Classic,8380.0,3.6,0.0,0.0,209.0
392,Oyo Flagship 761,Hyderabad,Park Street,Premium,4023.0,3.6,0.0,25.0,207.0
393,oyo Residency 390,Ahmedabad,City Center,Classic,5826.0,3.6,0.0,0.0,0.0
394,OYO Flagship 532,Jaipur,Salt Lake,Suite,7181.0,3.6,1291.0,23.0,0.0
396,Oyo SilverKey 462,Pune,MG Road,Deluxe,1108.0,3.6,0.0,21.0,63.0
397,oyo Collection 650,Mumbai,Whitefield,Premium,6646.0,3.6,0.0,15.0,22.0
398,oyo Residency 676,Chennai,Andheri,Suite,3159.0,4.5,1458.0,24.0,320.0
399,OYO Flagship 4,Mumbai,Park Street,Classic,4846.0,3.6,1113.0,0.0,0.0
400,Oyo Collection 82,Jaipur,City Center,Deluxe,807.0,3.6,0.0,0.0,75.0
402,oyo Inn 717,Ahmedabad,Connaught Place,Premium,3606.0,3.6,73.0,24.0,0.0
403,OYO SilverKey 483,Goa,Park Street,Classic,2904.0,3.6,0.0,0.0,29.0
404,oyo Inn 542,Ahmedabad,Banjara Hills,Classic,2136.0,3.6,0.0,43.0,0.0
405,oyo Stay 509,Bangalore,Airport Road,Classic,8854.0,3.6,0.0,0.0,238.0
406,oyo Collection 424,Kolkata,Banjara Hills,Suite,1445.0,3.6,434.0,0.0,0.0
407,oyo Stay 332,Hyderabad,MG Road,Deluxe,800.0,3.6,0.0,0.0,0.0
408,Oyo Residency 37,Jaipur,City Center,Classic,2924.0,3.6,0.0,55.0,0.0
409,oyo Townhouse 214,Goa,Whitefield,Deluxe,6134.0,2.7,574.0,0.0,0.0
410,oyo Townhouse 886,Bangalore,Andheri,Suite,5750.0,3.6,847.0,20.0,0.0
411,OYO SilverKey 804,Bangalore,MG Road,Deluxe,1312.0,3.6,1036.0,0.0,0.0
412,Oyo Residency 336,Goa,Andheri,Premium,3047.0,3.6,1385.0,0.0,365.0
413,Oyo Townhouse 704,Delhi,Banjara Hills,Classic,2126.0,3.6,0.0,0.0,0.0
414,Oyo Flagship 198,Kolkata,Banjara Hills,Classic,5395.0,3.6,1374.0,0.0,7.0
415,oyo SilverKey 563,Kolkata,Banjara Hills,Classic,5918.0,3.6,0.0,0.0,0.0
416,OYO Townhouse 483,Delhi,Andheri,Classic,1526.0,3.4,0.0,0.0,0.0
417,OYO Inn 777,Chennai,Andheri,Premium,1986.0,3.8,0.0,34.0,118.0
418,oyo SilverKey 935,Bangalore,Airport Road,Premium,6654.0,3.6,0.0,0.0,0.0
419,Oyo Residency 175,Jaipur,Airport Road,Suite,5324.0,3.9,1040.0,0.0,284.0
420,oyo Collection 411,Hyderabad,Park Street,Deluxe,7473.0,3.6,0.0,9.0,0.0
421,oyo Residency 351,Pune,Andheri,Suite,4569.0,4.0,0.0,0.0,284.0
422,OYO SilverKey 979,Jaipur,City Center,Classic,7348.0,3.6,0.0,0.0,111.0
423,oyo Residency 1,Ahmedabad,Park Street,Deluxe,3103.0,3.6,0.0,0.0,0.0
424,oyo SilverKey 941,Ahmedabad,Banjara Hills,Classic,7822.0,3.6,0.0,0.0,189.0
425,oyo Stay 841,Delhi,Connaught Place,Deluxe,6585.0,4.5,0.0,42.0,0.0
426,Oyo Stay 217,Pune,Banjara Hills,Deluxe,3541.0,3.6,0.0,0.0,64.0
427,OYO Inn 17,Delhi,Andheri,Deluxe,3059.0,4.0,173.0,56.0,0.0
429,Oyo Collection 949,Goa,Andheri,Deluxe,6712.0,3.6,0.0,0.0,40.0
431,OYO SilverKey 548,Ahmedabad,Banjara Hills,Suite,876.0,3.6,0.0,31.0,85.0
432,oyo SilverKey 745,Ahmedabad,City Center,Suite,4967.0,3.6,0.0,47.0,248.0
433,oyo Townhouse 872,Bangalore,MG Road,Classic,5252.0,3.6,0.0,0.0,0.0
434,OYO SilverKey 802,Chennai,MG Road,Premium,4569.0,3.6,0.0,0.0,0.0
435,oyo Collection 744,Kolkata,City Center,Deluxe,3440.0,3.6,0.0,0.0,0.0
436,Oyo Collection 765,Jaipur,City Center,Suite,4528.0,3.6,0.0,38.0,0.0
437,oyo Inn 979,Chennai,Connaught Place,Suite,1372.0,3.6,0.0,46.0,136.0
438,oyo Stay 401,Hyderabad,MG Road,Suite,8254.0,3.6,0.0,0.0,280.0
441,oyo Flagship 260,Mumbai,Connaught Place,Suite,5526.0,4.0,0.0,54.0,82.0
442,OYO Collection 398,Hyderabad,Salt Lake,Deluxe,6150.0,3.6,0.0,0.0,0.0
443,OYO Stay 788,Mumbai,Airport Road,Classic,7765.0,3.9,0.0,0.0,0.0
444,OYO Collection 153,Jaipur,City Center,Classic,714.0,3.6,0.0,0.0,0.0
446,OYO Inn 982,Pune,Park Street,Deluxe,2185.0,3.6,0.0,54.0,283.0
447,oyo Flagship 307,Pune,Park Street,Deluxe,7091.0,3.6,996.0,0.0,18.0
448,oyo Stay 245,Delhi,City Center,Classic,8715.0,3.6,0.0,39.0,173.0
449,oyo Townhouse 416,Chennai,MG Road,Deluxe,2636.0,3.6,0.0,0.0,296.0
450,OYO Inn 145,Mumbai,City Center,Deluxe,8710.0,3.6,93.0,0.0,323.0
452,oyo Inn 412,Chennai,City Center,Classic,6012.0,3.6,1117.0,0.0,0.0
453,OYO SilverKey 145,Mumbai,MG Road,Classic,7501.0,3.6,0.0,0.0,0.0
454,OYO Collection 83,Bangalore,Andheri,Deluxe,804.0,2.9,0.0,23.0,64.0
455,oyo SilverKey 536,Bangalore,Andheri,Classic,8079.0,3.1,0.0,0.0,0.0
456,Oyo Townhouse 572,Chennai,Whitefield,Deluxe,4560.0,3.6,0.0,0.0,237.0
457,OYO Flagship 116,Hyderabad,Banjara Hills,Deluxe,3144.0,3.6,1372.0,46.0,0.0
458,oyo Residency 912,Chennai,Andheri,Classic,8124.0,2.7,1100.0,0.0,59.0
459,oyo Collection 607,Kolkata,Park Street,Classic,6040.0,3.6,667.0,12.0,0.0
461,oyo SilverKey 999,Kolkata,Airport Road,Premium,5118.0,3.3,0.0,0.0,0.0
463,oyo Collection 858,Kolkata,Park Street,Classic,8281.0,3.6,505.0,0.0,76.0
464,OYO Townhouse 482,Pune,Andheri,Deluxe,8961.0,3.6,0.0,11.0,42.0
465,OYO Flagship 368,Pune,Andheri,Classic,5546.0,4.0,0.0,0.0,298.0
466,Oyo Residency 142,Jaipur,Airport Road,Premium,7341.0,3.6,0.0,0.0,0.0
470,OYO Townhouse 382,Hyderabad,Whitefield,Suite,6356.0,3.6,0.0,0.0,0.0
471,OYO Collection 90,Mumbai,MG Road,Premium,2013.0,3.6,157.0,0.0,77.0
473,OYO Residency 971,Delhi,Whitefield,Classic,6203.0,3.6,0.0,0.0,0.0
474,oyo Flagship 920,Hyderabad,MG Road,Suite,5721.0,4.3,0.0,0.0,0.0
475,oyo Flagship 729,Bangalore,Park Street,Classic,5373.0,3.6,0.0,0.0,0.0
476,OYO Collection 267,Ahmedabad,Connaught Place,Premium,6756.0,3.6,0.0,0.0,276.0
477,Oyo Townhouse 943,Goa,Whitefield,Classic,1108.0,4.6,0.0,0.0,0.0
479,OYO Collection 633,Hyderabad,Whitefield,Deluxe,4310.0,3.6,0.0,0.0,142.0
480,OYO Stay 870,Delhi,Whitefield,Classic,7998.0,3.6,0.0,0.0,0.0
481,OYO Inn 875,Pune,Whitefield,Classic,7706.0,3.4,0.0,24.0,0.0
482,Oyo SilverKey 168,Pune,Andheri,Classic,7644.0,3.6,1224.0,18.0,171.0
483,Oyo Townhouse 7,Ahmedabad,Park Street,Deluxe,7408.0,3.6,0.0,0.0,0.0
485,oyo Inn 915,Mumbai,Andheri,Classic,5413.0,3.6,1320.0,12.0,0.0
486,Oyo Stay 447,Ahmedabad,Banjara Hills,Deluxe,4925.0,4.7,0.0,0.0,297.0
487,Oyo Collection 900,Bangalore,Banjara Hills,Suite,2919.0,3.6,0.0,0.0,271.0
488,OYO Residency 644,Goa,Banjara Hills,Suite,3702.0,3.9,0.0,0.0,0.0
489,oyo Stay 361,Mumbai,Airport Road,Deluxe,3054.0,3.6,0.0,0.0,79.0
490,oyo Stay 707,Kolkata,Banjara Hills,Deluxe,2567.0,3.6,238.0,35.0,185.0
491,oyo Stay 782,Jaipur,MG Road,Deluxe,6304.0,4.1,242.0,0.0,0.0
492,OYO Flagship 81,Bangalore,Whitefield,Classic,7660.0,3.6,883.0,0.0,0.0
493,Oyo Townhouse 68,Mumbai,Connaught Place,Classic,5642.0,4.2,1232.0,0.0,46.0
495,OYO Residency 551,Hyderabad,MG Road,Premium,770.0,3.6,0.0,0.0,344.0
497,oyo Townhouse 85,Goa,Andheri,Deluxe,6075.0,3.6,0.0,0.0,0.0
498,Oyo Flagship 878,Hyderabad,Airport Road,Premium,1840.0,3.6,367.0,0.0,224.0
499,OYO Collection 411,Mumbai,Airport Road,Deluxe,2366.0,2.6,693.0,59.0,0.0
500,oyo Residency 596,Hyderabad,MG Road,Premium,5172.0,3.6,0.0,37.0,55.0
501,Oyo Collection 237,Hyderabad,Salt Lake,Classic,2905.0,2.7,0.0,0.0,0.0
502,Oyo Stay 639,Bangalore,Andheri,Premium,2278.0,3.6,0.0,0.0,0.0
503,Oyo Residency 881,Goa,Andheri,Premium,989.0,4.8,0.0,59.0,18.0
504,oyo Inn 882,Bangalore,Andheri,Deluxe,5665.0,3.6,0.0,0.0,0.0
505,oyo Residency 161,Jaipur,Connaught Place,Classic,1613.0,3.6,0.0,27.0,14.0
506,Oyo SilverKey 829,Bangalore,Park Street,Deluxe,1140.0,3.6,0.0,0.0,0.0
507,OYO Inn 68,Ahmedabad,Salt Lake,Classic,5695.0,3.3,0.0,0.0,0.0
508,OYO Inn 481,Hyderabad,Airport Road,Deluxe,1064.0,3.6,0.0,56.0,345.0
509,Oyo Stay 831,Chennai,Whitefield,Deluxe,6263.0,3.6,892.0,0.0,0.0
511,OYO SilverKey 815,Pune,Salt Lake,Premium,1956.0,3.6,0.0,0.0,0.0
513,OYO SilverKey 474,Goa,Park Street,Premium,3120.0,3.6,0.0,0.0,0.0
514,Oyo Inn 616,Bangalore,Andheri,Premium,4568.0,3.0,393.0,56.0,0.0
515,oyo Townhouse 207,Pune,City Center,Deluxe,3310.0,3.6,0.0,0.0,248.0
516,OYO SilverKey 617,Delhi,MG Road,Deluxe,5582.0,3.6,0.0,10.0,57.0
517,oyo Residency 595,Goa,Connaught Place,Classic,4825.0,4.5,1228.0,56.0,199.0
518,OYO Flagship 110,Pune,Andheri,Classic,3569.0,3.6,0.0,0.0,191.0
519,oyo Collection 487,Chennai,City Center,Deluxe,4736.0,4.5,0.0,28.0,310.0
520,oyo Residency 688,Delhi,Airport Road,Classic,4626.0,3.6,0.0,0.0,0.0
521,OYO Collection 950,Pune,Connaught Place,Deluxe,4886.0,2.7,609.0,15.0,208.0
522,OYO Residency 799,Hyderabad,Banjara Hills,Classic,8755.0,3.6,0.0,0.0,0.0
523,oyo Inn 833,Pune,MG Road,Classic,6053.0,4.1,0.0,45.0,205.0
524,Oyo Stay 85,Hyderabad,Salt Lake,Suite,2515.0,3.6,1329.0,0.0,0.0
525,Oyo Flagship 704,Bangalore,Park Street,Classic,6067.0,3.6,752.0,0.0,11.0
526,Oyo Flagship 269,Mumbai,MG Road,Classic,3464.0,3.6,0.0,10.0,60.0
527,Oyo Residency 943,Goa,Banjara Hills,Deluxe,8133.0,3.6,416.0,57.0,0.0
528,Oyo Residency 212,Bangalore,City Center,Suite,4231.0,4.2,856.0,0.0,134.0
529,Oyo Flagship 379,Ahmedabad,Salt Lake,Deluxe,8206.0,2.5,0.0,0.0,0.0
530,OYO Stay 61,Mumbai,City Center,Classic,1553.0,3.6,0.0,0.0,0.0
532,Oyo Flagship 267,Goa,Banjara Hills,Suite,2614.0,2.6,0.0,28.0,0.0
533,Oyo Collection 915,Goa,Andheri,Classic,3403.0,3.6,0.0,0.0,96.0
534,OYO Flagship 37,Delhi,Connaught Place,Deluxe,8404.0,3.6,893.0,7.0,0.0
535,Oyo Townhouse 867,Jaipur,Whitefield,Suite,3125.0,3.3,581.0,0.0,288.0
536,OYO Stay 786,Ahmedabad,Banjara Hills,Deluxe,3658.0,4.6,0.0,0.0,348.0
537,Oyo Stay 952,Pune,Banjara Hills,Classic,2437.0,2.9,0.0,35.0,336.0
538,OYO Inn 638,Chennai,Banjara Hills,Suite,8123.0,3.6,1165.0,0.0,28.0
539,oyo Collection 95,Goa,Salt Lake,Premium,7234.0,3.6,182.0,0.0,145.0
540,Oyo Collection 821,Mumbai,Whitefield,Deluxe,7783.0,3.6,0.0,11.0,0.0
541,Oyo SilverKey 577,Pune,Airport Road,Classic,7631.0,3.6,1257.0,45.0,0.0
542,oyo Flagship 664,Jaipur,Airport Road,Premium,3240.0,3.6,1074.0,34.0,153.0
544,Oyo Inn 738,Mumbai,Andheri,Deluxe,4851.0,3.1,1031.0,0.0,0.0
545,OYO Collection 898,Delhi,Connaught Place,Deluxe,5576.0,3.6,0.0,56.0,108.0
546,oyo Stay 266,Mumbai,Andheri,Premium,2442.0,3.7,808.0,0.0,0.0
547,oyo Collection 311,Ahmedabad,City Center,Deluxe,6610.0,4.4,256.0,0.0,96.0
548,Oyo Inn 149,Kolkata,MG Road,Premium,4661.0,3.6,390.0,54.0,216.0
549,OYO Flagship 757,Mumbai,Salt Lake,Classic,7995.0,3.6,1198.0,0.0,170.0
550,oyo Residency 731,Mumbai,City Center,Premium,7774.0,3.6,0.0,40.0,0.0
551,oyo Inn 627,Goa,Airport Road,Suite,8693.0,3.6,0.0,0.0,0.0
552,OYO Collection 638,Jaipur,Connaught Place,Premium,6381.0,4.1,0.0,17.0,118.0
553,oyo SilverKey 944,Ahmedabad,Connaught Place,Premium,8375.0,3.6,0.0,0.0,82.0
554,oyo Inn 89,Hyderabad,Andheri,Suite,8611.0,2.9,0.0,55.0,120.0
555,OYO Townhouse 368,Goa,Salt Lake,Classic,4973.0,4.1,1031.0,9.0,316.0
556,oyo Flagship 499,Mumbai,Whitefield,Classic,4924.0,4.3,0.0,0.0,342.0
557,Oyo Residency 469,Delhi,MG Road,Deluxe,2517.0,3.6,0.0,0.0,60.0
559,OYO Residency 829,Delhi,Connaught Place,Deluxe,8460.0,3.2,0.0,50.0,340.0
560,oyo Collection 807,Bangalore,Connaught Place,Classic,4438.0,3.6,0.0,0.0,226.0
561,oyo Residency 530,Delhi,MG Road,Classic,1840.0,3.6,0.0,0.0,0.0
562,Oyo Inn 718,Pune,Salt Lake,Premium,5686.0,4.6,0.0,0.0,329.0
563,oyo Residency 634,Goa,Whitefield,Suite,7944.0,3.6,828.0,0.0,199.0
565,oyo Collection 518,Hyderabad,Airport Road,Premium,2509.0,3.6,0.0,0.0,152.0
566,Oyo Flagship 825,Jaipur,Salt Lake,Classic,4531.0,3.6,0.0,0.0,126.0
567,oyo Stay 198,Chennai,Salt Lake,Deluxe,6619.0,3.6,0.0,0.0,243.0
569,OYO Stay 131,Bangalore,Andheri,Premium,8642.0,3.6,0.0,0.0,16.0
570,Oyo Townhouse 617,Goa,Connaught Place,Suite,7394.0,3.6,593.0,0.0,0.0
571,Oyo Townhouse 811,Hyderabad,Andheri,Classic,3040.0,3.6,0.0,0.0,0.0
573,oyo Collection 153,Jaipur,Connaught Place,Classic,6028.0,3.6,0.0,19.0,0.0
574,oyo Townhouse 887,Hyderabad,Whitefield,Classic,3413.0,3.6,0.0,0.0,98.0
577,OYO Townhouse 555,Mumbai,MG Road,Classic,3455.0,3.6,183.0,0.0,0.0
578,OYO Inn 60,Bangalore,City Center,Deluxe,5582.0,2.7,0.0,0.0,122.0
579,oyo Residency 517,Jaipur,City Center,Premium,7008.0,3.6,0.0,9.0,324.0
580,Oyo Stay 987,Delhi,Airport Road,Deluxe,2363.0,3.6,0.0,31.0,256.0
582,Oyo SilverKey 613,Delhi,City Center,Deluxe,4810.0,3.6,0.0,37.0,273.0
583,OYO Collection 716,Hyderabad,Connaught Place,Deluxe,2714.0,3.6,884.0,37.0,0.0
584,OYO Inn 330,Hyderabad,City Center,Classic,6297.0,3.6,672.0,0.0,243.0
585,oyo Flagship 424,Delhi,Andheri,Deluxe,8711.0,3.6,1333.0,0.0,0.0
586,oyo SilverKey 397,Pune,City Center,Suite,3603.0,3.6,0.0,0.0,0.0
587,OYO Residency 629,Kolkata,Park Street,Classic,5667.0,3.6,743.0,0.0,0.0
588,Oyo Stay 513,Mumbai,MG Road,Classic,8793.0,3.6,0.0,0.0,301.0
590,Oyo Inn 690,Delhi,Andheri,Suite,1549.0,3.6,561.0,38.0,264.0
592,OYO Flagship 169,Mumbai,Connaught Place,Suite,6094.0,3.6,198.0,0.0,126.0
593,OYO SilverKey 853,Jaipur,Andheri,Classic,1591.0,3.7,0.0,0.0,63.0
594,OYO Collection 321,Delhi,Airport Road,Classic,1765.0,3.6,0.0,45.0,346.0
595,OYO SilverKey 871,Goa,City Center,Premium,6949.0,3.6,0.0,0.0,0.0
596,oyo Stay 104,Pune,Airport Road,Classic,6264.0,3.6,1203.0,0.0,99.0
598,oyo Stay 795,Hyderabad,MG Road,Classic,3085.0,3.6,0.0,0.0,121.0
599,Oyo Flagship 206,Pune,Connaught Place,Classic,3997.0,3.6,0.0,0.0,0.0
600,Oyo Collection 337,Ahmedabad,Park Street,Premium,3358.0,3.5,1015.0,0.0,319.0
601,Oyo Inn 787,Kolkata,City Center,Classic,6131.0,3.0,0.0,9.0,58.0
602,Oyo Flagship 647,Hyderabad,MG Road,Suite,6596.0,4.7,0.0,19.0,283.0
603,OYO Townhouse 181,Bangalore,Connaught Place,Deluxe,4989.0,3.6,0.0,0.0,0.0
605,Oyo Stay 440,Chennai,Connaught Place,Deluxe,4706.0,3.6,0.0,0.0,0.0
606,oyo Stay 908,Bangalore,Salt Lake,Deluxe,8711.0,3.6,0.0,0.0,0.0
607,oyo Collection 184,Jaipur,Salt Lake,Deluxe,5972.0,3.6,0.0,0.0,298.0
608,OYO Flagship 463,Kolkata,Banjara Hills,Classic,4540.0,3.6,0.0,58.0,43.0
609,Oyo Collection 532,Mumbai,Andheri,Premium,6460.0,3.6,0.0,32.0,0.0
610,Oyo SilverKey 392,Jaipur,Whitefield,Classic,1104.0,3.6,1321.0,10.0,279.0
611,OYO Townhouse 122,Hyderabad,Banjara Hills,Deluxe,1868.0,2.6,683.0,26.0,0.0
612,oyo Stay 142,Kolkata,City Center,Premium,4978.0,3.6,0.0,0.0,334.0
613,OYO Flagship 741,Pune,Connaught Place,Classic,4138.0,3.6,0.0,57.0,160.0
614,oyo Collection 215,Pune,Banjara Hills,Deluxe,7887.0,4.5,767.0,0.0,0.0
615,Oyo Flagship 430,Chennai,City Center,Deluxe,7674.0,3.6,0.0,0.0,0.0
616,oyo Residency 618,Ahmedabad,Airport Road,Suite,7104.0,3.6,0.0,17.0,0.0
617,OYO Flagship 107,Hyderabad,Salt Lake,Suite,3610.0,3.6,1000.0,0.0,105.0
618,oyo Stay 72,Hyderabad,MG Road,Classic,8149.0,3.3,0.0,31.0,0.0
619,oyo Townhouse 399,Jaipur,Banjara Hills,Classic,4082.0,3.6,0.0,0.0,0.0
620,OYO Townhouse 147,Hyderabad,Andheri,Premium,8002.0,3.6,0.0,41.0,294.0
621,Oyo Inn 903,Mumbai,Salt Lake,Deluxe,8176.0,3.6,0.0,0.0,0.0
622,Oyo Inn 188,Jaipur,Banjara Hills,Deluxe,2265.0,4.1,490.0,0.0,34.0
623,Oyo Residency 567,Jaipur,Banjara Hills,Deluxe,2686.0,2.7,0.0,0.0,259.0
624,OYO Townhouse 655,Jaipur,Airport Road,Deluxe,8267.0,3.6,0.0,5.0,0.0
626,Oyo Townhouse 548,Bangalore,MG Road,Deluxe,7103.0,2.7,0.0,33.0,365.0
628,Oyo Residency 207,Delhi,Connaught Place,Deluxe,4791.0,4.6,187.0,0.0,348.0
629,OYO Residency 856,Kolkata,Park Street,Classic,3450.0,3.6,0.0,0.0,0.0
630,OYO Flagship 219,Pune,Park Street,Premium,2434.0,3.2,0.0,5.0,112.0
631,oyo Stay 378,Hyderabad,Whitefield,Classic,1419.0,3.6,0.0,0.0,0.0
632,oyo SilverKey 647,Mumbai,Airport Road,Suite,7066.0,3.6,0.0,47.0,0.0
634,OYO Townhouse 141,Ahmedabad,Andheri,Deluxe,6836.0,3.2,769.0,0.0,168.0
637,oyo Flagship 961,Delhi,Salt Lake,Deluxe,4045.0,3.6,1124.0,0.0,0.0
638,oyo Flagship 251,Bangalore,Banjara Hills,Premium,7647.0,3.6,0.0,0.0,0.0
639,Oyo Flagship 483,Pune,City Center,Premium,7931.0,3.6,887.0,55.0,218.0
640,oyo Stay 157,Hyderabad,Andheri,Classic,3578.0,3.6,0.0,0.0,170.0
641,OYO Flagship 939,Jaipur,Salt Lake,Premium,3806.0,3.6,0.0,36.0,0.0
642,Oyo Inn 603,Jaipur,Banjara Hills,Deluxe,1867.0,4.5,0.0,17.0,0.0
643,oyo Townhouse 667,Chennai,City Center,Deluxe,7013.0,4.2,978.0,0.0,340.0
644,oyo Collection 967,Hyderabad,Salt Lake,Premium,3114.0,3.6,1357.0,0.0,361.0
645,OYO Collection 170,Goa,Salt Lake,Deluxe,7693.0,3.6,0.0,42.0,45.0
646,Oyo Residency 147,Ahmedabad,City Center,Classic,5107.0,3.6,0.0,15.0,0.0
647,Oyo Inn 296,Goa,Whitefield,Classic,7760.0,2.9,1441.0,0.0,230.0
648,OYO Townhouse 768,Bangalore,MG Road,Classic,3693.0,3.6,0.0,0.0,150.0
649,OYO SilverKey 66,Pune,City Center,Suite,6305.0,3.6,0.0,0.0,3.0
650,OYO Stay 811,Mumbai,Salt Lake,Suite,818.0,3.6,0.0,0.0,0.0
651,OYO SilverKey 682,Chennai,Salt Lake,Deluxe,7228.0,3.6,676.0,0.0,71.0
652,OYO Residency 544,Ahmedabad,Salt Lake,Deluxe,5278.0,3.6,0.0,0.0,96.0
653,OYO Inn 369,Chennai,Airport Road,Suite,1449.0,4.1,0.0,0.0,0.0
654,oyo Collection 301,Mumbai,Airport Road,Suite,3896.0,3.6,0.0,13.0,0.0
655,Oyo Townhouse 494,Bangalore,City Center,Deluxe,4646.0,3.6,1433.0,0.0,0.0
656,OYO Inn 264,Hyderabad,Connaught Place,Deluxe,8503.0,3.6,0.0,0.0,294.0
659,Oyo SilverKey 790,Pune,Whitefield,Premium,6680.0,3.6,1209.0,0.0,161.0
660,OYO Collection 697,Hyderabad,Banjara Hills,Classic,8167.0,3.9,0.0,43.0,352.0
661,oyo Stay 490,Hyderabad,Park Street,Deluxe,4234.0,3.6,0.0,0.0,115.0
662,Oyo Inn 402,Bangalore,Connaught Place,Premium,5600.0,3.6,0.0,48.0,200.0
664,OYO Collection 713,Ahmedabad,City Center,Suite,8604.0,4.6,0.0,0.0,294.0
665,Oyo Collection 696,Bangalore,Connaught Place,Classic,3456.0,3.6,367.0,0.0,222.0
666,OYO Townhouse 122,Pune,Airport Road,Premium,4646.0,3.6,1220.0,52.0,0.0
667,oyo Inn 456,Hyderabad,Park Street,Classic,6718.0,2.8,0.0,0.0,0.0
668,oyo Inn 97,Hyderabad,Airport Road,Suite,3667.0,3.6,0.0,0.0,32.0
669,oyo Townhouse 404,Pune,Airport Road,Deluxe,8704.0,3.6,0.0,0.0,337.0
671,OYO Townhouse 519,Delhi,City Center,Classic,5591.0,4.7,0.0,20.0,0.0
673,OYO Flagship 307,Delhi,Salt Lake,Classic,4226.0,3.9,0.0,0.0,0.0
674,Oyo Inn 926,Hyderabad,Park Street,Classic,3375.0,3.6,0.0,0.0,0.0
675,oyo SilverKey 578,Kolkata,Airport Road,Suite,3387.0,3.6,0.0,0.0,63.0
676,Oyo Townhouse 338,Goa,Salt Lake,Deluxe,2157.0,3.6,299.0,0.0,193.0
678,OYO SilverKey 970,Delhi,Andheri,Classic,7082.0,3.6,0.0,43.0,0.0
679,oyo Stay 731,Delhi,Park Street,Deluxe,3247.0,3.6,547.0,45.0,0.0
681,oyo Townhouse 79,Mumbai,City Center,Premium,4632.0,2.9,0.0,40.0,346.0
682,Oyo Stay 702,Jaipur,Connaught Place,Deluxe,2742.0,2.5,0.0,0.0,338.0
683,Oyo Flagship 691,Ahmedabad,Salt Lake,Deluxe,4387.0,2.7,0.0,32.0,191.0
684,oyo Flagship 852,Chennai,Salt Lake,Deluxe,2631.0,3.6,542.0,0.0,156.0
685,oyo Residency 500,Jaipur,Connaught Place,Deluxe,1642.0,3.6,0.0,0.0,0.0
686,OYO Townhouse 442,Chennai,MG Road,Deluxe,8761.0,3.6,0.0,0.0,128.0
687,Oyo SilverKey 307,Jaipur,MG Road,Deluxe,6671.0,3.6,551.0,47.0,0.0
688,Oyo Residency 727,Delhi,City Center,Deluxe,3951.0,2.9,0.0,52.0,341.0
689,oyo SilverKey 122,Jaipur,Whitefield,Deluxe,7599.0,3.6,1462.0,53.0,199.0
690,OYO Residency 22,Mumbai,Salt Lake,Classic,2766.0,3.3,1401.0,48.0,0.0
691,Oyo SilverKey 498,Jaipur,Airport Road,Suite,2053.0,3.1,0.0,20.0,358.0
